,MasterGame,Team1,Team2,T1S,T1G,T1B,T2S,T2G,T2B,venue,localtime,round,is_final,year,T1SS,T2SS,ssmargin,Own_Game_Number,Opp_Game_Number,date,Margin,T1_Days_Since_Last_Game,T2_Days_Since_Last_Game,T1_Xscore,T2_Xscore,T1_Game_at_Venue,T2_Game_at_Venue,T1status,T2status,Previous_Own_Orating,Previous_Own_Drating,Previous_Opp_Orating,Previous_Opp_Drating,New_Own_Orating,New_Own_Drating,New_Opp_Orating,New_Opp_Drating,Expected_Margin,Win_Prob
2093,1047,Carlton,Port Adelaide,72,11,6,88,13,10,Adelaide Oval,2019-03-30 16:40:00,2,0,2019,17,23,6,112,116,2019-03-30 17:10:00,-16,8.0,7.0,60.93,83.74,4,63,Away,Home,-21.92,-8.52,8.57,43.01,-16.83,0.32,-0.26,37.93,-41.01,0.3
2094,1048,West Coast,Greater Western Sydney,104,16,8,52,7,10,Perth Stadium,2019-03-30 17:10:00,2,0,2019,24,17,7,121,119,2019-03-30 20:10:00,52,6.0,6.0,86.07,57.97,3,1,Home,Away,-32.82,0.26,38.33,42.67,-4.46,36.83,1.76,14.3,-56.78,0.23
2095,1048,Greater Western Sydney,West Coast,52,7,10,104,16,8,Perth Stadium,2019-03-30 17:10:00,2,0,2019,17,24,7,119,121,2019-03-30 20:10:00,-52,6.0,6.0,57.97,86.07,1,3,Away,Home,38.33,42.67,-32.82,0.26,1.76,14.3,-4.46,36.83,56.78,0.77
2096,1049,Melbourne,Geelong,46,6,10,126,20,6,Kardinia Park,2019-03-30 19:25:00,2,0,2019,16,26,10,115,119,2019-03-30 19:25:00,-80,7.0,7.0,56.73,102.82,2,9,Away,Home,4.88,-5.83,-7.11,24.82,-10.45,-18.62,5.68,40.15,-9.33,0.45
2097,1049,Geelong,Melbourne,126,20,6,46,6,10,Kardinia Park,2019-03-30 19:25:00,2,0,2019,26,16,10,119,115,2019-03-30 19:25:00,80,7.0,7.0,102.82,56.73,9,2,Home,Away,-7.11,24.82,4.88,-5.83,5.68,40.15,-10.45,-18.62,9.33,0.55
2098,1050,Western Bulldogs,Hawthorn,106,16,10,87,13,9,M.C.G.,2019-03-31 15:20:00,2,0,2019,26,22,4,117,123,2019-03-31 15:20:00,19,7.0,7.0,94.54,81.35,13,60,Away,Home,5.85,3.06,2.32,31.05,21.46,6.89,-1.52,15.44,-12.23,0.44
2099,1050,Hawthorn,Western Bulldogs,87,13,9,106,16,10,M.C.G.,2019-03-31 15:20:00,2,0,2019,22,26,4,123,117,2019-03-31 15:20:00,-19,7.0,7.0,81.35,94.54,60,13,Home,Away,2.32,31.05,5.85,3.06,-1.52,15.44,21.46,6.89,12.23,0.56
2100,1051,Gold Coast,Fremantle,61,7,19,58,8,10,Carrara,2019-03-31 15:40:00,2,0,2019,26,18,8,112,116,2019-03-31 16:40:00,3,7.0,6.0,81.1,56.3,51,3,Home,Away,-30.31,0.28,20.86,31.2,-11.1,31.44,-10.3,11.98,-41.04,0.3
2101,1051,Fremantle,Gold Coast,58,8,10,61,7,19,Carrara,2019-03-31 15:40:00,2,0,2019,18,26,8,116,112,2019-03-31 16:40:00,-3,6.0,7.0,56.3,81.1,3,51,Away,Home,20.86,31.2,-30.31,0.28,-10.3,11.98,-11.1,31.44,41.04,0.7
2102,1052,Geelong,Adelaide,99,14,15,75,10,15,Adelaide Oval,2019-04-04 19:20:00,3,0,2019,29,25,4,120,119,2019-04-04 19:50:00,24,5.0,6.0,102.17,82.81,9,64,Away,Home,5.68,40.15,-10.22,2.92,15.12,25.89,4.04,-6.52,26.57,0.64
2103,1052,Adelaide,Geelong,75,10,15,99,14,15,Adelaide Oval,2019-04-04 19:20:00,3,0,2019,25,29,4,119,120,2019-04-04 19:50:00,-24,6.0,5.0,82.81,102.17,64,9,Home,Away,-10.22,2.92,5.68,40.15,4.04,-6.52,15.12,25.89,-26.57,0.36
2104,1053,Essendon,Melbourne,130,20,10,112,18,4,M.C.G.,2019-04-05 19:50:00,3,0,2019,30,22,8,115,116,2019-04-05 19:50:00,18,6.0,6.0,112.76,88.55,39,64,Away,Home,-29.02,-44.46,-10.45,-18.62,-8.1,-34.33,-20.59,-39.54,-22.21,0.39
2105,1053,Melbourne,Essendon,112,18,4,130,20,10,M.C.G.,2019-04-05 19:50:00,3,0,2019,22,30,8,116,115,2019-04-05 19:50:00,-18,6.0,6.0,88.55,112.76,64,39,Home,Away,-10.45,-18.62,-29.02,-44.46,-20.59,-39.54,-8.1,-34.33,22.21,0.61
2106,1054,Melbourne,Sydney,100,15,10,78,11,12,S.C.G.,2019-04-11 19:20:00,4,0,2019,25,23,2,117,125,2019-04-11 19:20:00,22,5.0,12.0,55.12,71.01,2,54,Away,Home,-20.59,-39.54,-30.62,-11.47,-36.41,-27.74,-42.42,4.35,-9.02,0.45
2107,1054,Sydney,Melbourne,78,11,12,100,15,10,S.C.G.,2019-04-11 19:20:00,4,0,2019,23,25,2,125,117,2019-04-11 19:20:00,-22,12.0,5.0,71.01,55.12,54,2,Home,Away,-30.62,-11.47,-20.59,-39.54,-42.42,4.35,-36.41,-27.74,9.02,0.55
2108,1055,Western Bulldogs,Collingwood,64,9,10,78,11,12,M.C.G.,2019-04-12 19:50:00,4,0,2019,19,23,4,118,117,2019-04-12 19:50:00,-14,12.0,15.0,63.45,84.0,14,76,Away,Home,21.46,6.89,14.66,32.42,11.04,10.76,10.79,42.84,-9.36,0.45
2109,1055,Collingwood,Western Bulldogs,78,11,12,64,9,10,M.C.G.,2019-04-12 19:50:00,4,0,2019,23,19,4,117,118,2019-04-12 19:50:00,14,15.0,12.0,84.0,63.45,76,14,Home,Away,14.66,32.42,21.46,6.89,10.79,42.84,11.04,10.76,9.36,0.55
2110,1056,Geelong,Greater Western Sydney,75,11,9,79,11,13,Kardinia Park,2019-04-13 13:45:00,4,0,2019,20,24,4,121,120,2019-04-13 13:45:00,-4,8.0,13.0,73.1,70.28,10,2,Home,Away,15.12,25.89,1.76,14.3,6.91,28.45,-0.8,22.51,12.48,0.57
2111,1056,Greater Western Sydney,Geelong,79,11,13,75,11,9,Kardinia Park,2019-04-13 13:45:00,4,0,2019,24,20,4,120,121,2019-04-13 13:45:00,4,13.0,8.0,70.28,73.1,2,10,Away,Home,1.76,14.3,15.12,25.89,-0.8,22.51,6.91,28.45,-12.48,0.43
2112,1057,Essendon,Brisbane Lions,112,17,10,65,9,11,M.C.G.,2019-04-13 14:10:00,4,0,2019,27,20,7,116,112,2019-04-13 14:10:00,47,7.0,20.0,93.73,63.22,40,9,Home,Away,-8.1,-34.33,18.97,30.75,7.38,-4.99,-10.37,15.28,-46.07,0.28
2113,1057,Brisbane Lions,Essendon,65,9,11,112,17,10,M.C.G.,2019-04-13 14:10:00,4,0,2019,20,27,7,112,116,2019-04-13 14:10:00,-47,20.0,7.0,63.22,93.73,9,40,Away,Home,18.97,30.75,-8.1,-34.33,-10.37,15.28,7.38,-4.99,46.07,0.72
2114,1058,Richmond,Port Adelaide,99,15,9,92,14,8,Adelaide Oval,2019-04-13 16:05:00,4,0,2019,24,22,2,120,117,2019-04-13 16:35:00,7,15.0,13.0,94.18,81.87,10,64,Away,Home,-8.78,-4.2,-0.26,37.93,9.26,-0.22,-4.25,19.89,-25.32,0.37
2115,1058,Port Adelaide,Richmond,92,14,8,99,15,9,Adelaide Oval,2019-04-13 16:05:00,4,0,2019,22,24,2,117,120,2019-04-13 16:35:00,-7,13.0,15.0,81.87,94.18,64,10,Home,Away,-0.26,37.93,-8.78,-4.2,-4.25,19.89,9.26,-0.22,25.32,0.63
2116,1059,West Coast,Fremantle,69,10,9,56,7,14,Perth Stadium,2019-04-13 18:10:00,4,0,2019,19,21,2,122,117,2019-04-13 20:10:00,13,14.0,13.0,67.86,65.17,4,2,Home,Away,-4.46,36.83,-10.3,11.98,-10.67,35.64,-9.11,18.2,15.34,0.58
2117,1059,Fremantle,West Coast,56,7,14,69,10,9,Perth Stadium,2019-04-13 18:10:00,4,0,2019,21,19,2,117,122,2019-04-13 20:10:00,-13,13.0,14.0,65.17,67.86,2,4,Away,Home,-10.3,11.98,-4.46,36.83,-9.11,18.2,-10.67,35.64,-15.34,0.42
2118,1060,North Melbourne,Adelaide,71,9,17,59,8,11,Marvel Stadium,2019-04-13 19:25:00,4,0,2019,26,19,7,119,120,2019-04-13 19:25:00,12,20.0,8.0,96.08,71.66,1,1,Home,Away,-32.3,-33.69,4.04,-6.52,-19.27,-13.84,-15.81,-19.54,-31.75,0.34
2119,1060,Adelaide,North Melbourne,59,8,11,71,9,17,Marvel Stadium,2019-04-13 19:25:00,4,0,2019,19,26,7,120,119,2019-04-13 19:25:00,-12,8.0,20.0,71.66,96.08,1,1,Away,Home,4.04,-6.52,-32.3,-33.69,-15.81,-19.54,-19.27,-13.84,31.75,0.66
2120,1061,Carlton,Gold Coast,57,8,9,59,8,11,Carrara,2019-04-14 14:40:00,4,0,2019,17,19,2,113,113,2019-04-14 14:40:00,-2,14.0,13.0,61.56,61.35,4,52,Away,Home,-16.83,0.32,-11.1,31.44,-17.41,11.8,-22.58,32.01,-18.43,0.4
2121,1061,Gold Coast,Carlton,59,8,11,57,8,9,Carrara,2019-04-14 14:40:00,4,0,2019,19,17,2,113,113,2019-04-14 14:40:00,2,13.0,14.0,61.35,61.56,52,4,Home,Away,-11.1,31.44,-16.83,0.32,-22.58,32.01,-17.41,11.8,18.43,0.6
2122,1062,Hawthorn,St Kilda,69,10,9,74,10,14,Marvel Stadium,2019-04-14 15:20:00,4,0,2019,19,24,5,124,113,2019-04-14 15:20:00,-5,14.0,14.0,71.28,82.23,1,3,Away,Home,-1.52,15.44,-35.75,-9.85,-12.95,3.04,-23.36,1.58,29.76,0.65
2123,1062,St Kilda,Hawthorn,74,10,14,69,10,9,Marvel Stadium,2019-04-14 15:20:00,4,0,2019,24,19,5,113,124,2019-04-14 15:20:00,5,14.0,14.0,82.23,71.28,3,1,Home,Away,-35.75,-9.85,-1.52,15.44,-23.36,1.58,-12.95,3.04,-29.76,0.35
2124,1063,Brisbane Lions,Collingwood,61,8,13,123,18,15,Gabba,2019-04-18 19:35:00,5,0,2019,21,33,12,113,118,2019-04-18 19:35:00,-62,5.0,5.0,63.72,116.65,57,4,Home,Away,-10.37,15.28,10.79,42.84,-8.49,-1.23,27.29,40.96,-24.36,0.37
2125,1063,Collingwood,Brisbane Lions,123,18,15,61,8,13,Gabba,2019-04-18 19:35:00,5,0,2019,33,21,12,118,113,2019-04-18 19:35:00,62,5.0,5.0,116.65,63.72,4,57,Away,Home,10.79,42.84,-10.37,15.28,27.29,40.96,-8.49,-1.23,24.36,0.63
2126,1064,Essendon,North Melbourne,116,17,14,58,7,16,Marvel Stadium,2019-04-19 16:20:00,5,0,2019,31,23,8,117,120,2019-04-19 16:20:00,58,6.0,5.0,106.18,82.49,2,2,Away,Home,7.38,-4.99,-19.27,-13.84,11.94,-6.5,-17.76,-18.39,17.75,0.59
2127,1064,North Melbourne,Essendon,58,7,16,116,17,14,Marvel Stadium,2019-04-19 16:20:00,5,0,2019,23,31,8,120,117,2019-04-19 16:20:00,-58,5.0,6.0,82.49,106.18,2,2,Home,Away,-19.27,-13.84,7.38,-4.99,-17.76,-18.39,11.94,-6.5,-17.75,0.41
2128,1065,Port Adelaide,West Coast,95,13,17,53,8,5,Perth Stadium,2019-04-19 18:10:00,5,0,2019,30,13,17,118,123,2019-04-19 20:10:00,42,6.0,6.0,103.47,49.55,1,5,Away,Home,-4.25,19.89,-10.67,35.64,14.57,31.06,-21.85,16.82,-4.66,0.48
2129,1065,West Coast,Port Adelaide,53,8,5,95,13,17,Perth Stadium,2019-04-19 18:10:00,5,0,2019,13,30,17,123,118,2019-04-19 20:10:00,-42,6.0,6.0,49.55,103.47,5,1,Home,Away,-10.67,35.64,-4.25,19.89,-21.85,16.82,14.57,31.06,4.66,0.52
2130,1066,Fremantle,Greater Western Sydney,106,16,10,82,11,16,Manuka Oval,2019-04-20 13:45:00,5,0,2019,26,27,1,118,121,2019-04-20 13:45:00,24,6.0,7.0,96.08,86.82,1,4,Away,Home,-9.11,18.2,-0.8,22.51,3.81,13.24,4.15,9.59,-6.31,0.47
2131,1066,Greater Western Sydney,Fremantle,82,11,16,106,16,10,Manuka Oval,2019-04-20 13:45:00,5,0,2019,27,26,1,121,118,2019-04-20 13:45:00,-24,7.0,6.0,86.82,96.08,4,1,Home,Away,-0.8,22.51,-9.11,18.2,4.15,9.59,3.81,13.24,6.31,0.53
2132,1067,Melbourne,St Kilda,55,7,13,95,15,5,M.C.G.,2019-04-20 16:35:00,5,0,2019,20,20,0,118,114,2019-04-20 16:35:00,-40,8.0,6.0,60.02,79.57,65,12,Home,Away,-36.41,-27.74,-23.36,1.58,-40.31,-23.0,-28.1,5.49,-21.19,0.39
2133,1067,St Kilda,Melbourne,95,15,5,55,7,13,M.C.G.,2019-04-20 16:35:00,5,0,2019,20,20,0,114,118,2019-04-20 16:35:00,40,6.0,8.0,79.57,60.02,12,65,Away,Home,-23.36,1.58,-36.41,-27.74,-28.1,5.49,-40.31,-23.0,21.19,0.61
2134,1068,Richmond,Sydney,89,13,11,67,10,7,Marvel Stadium,2019-04-20 19:25:00,5,0,2019,24,17,7,121,126,2019-04-20 19:25:00,22,7.0,9.0,87.09,61.3,1,2,Home,Away,9.26,-0.22,-42.42,4.35,8.24,1.95,-44.59,5.38,23.56,0.62
2135,1068,Sydney,Richmond,67,10,7,89,13,11,Marvel Stadium,2019-04-20 19:25:00,5,0,2019,17,24,7,126,121,2019-04-20 19:25:00,-22,9.0,7.0,61.3,87.09,2,1,Away,Home,-42.42,4.35,9.26,-0.22,-44.59,5.38,8.24,1.95,-23.56,0.38
2136,1069,Carlton,Western Bulldogs,101,15,11,57,7,15,Marvel Stadium,2019-04-21 13:10:00,5,0,2019,26,22,4,114,119,2019-04-21 13:10:00,44,6.0,8.0,89.74,77.52,1,2,Away,Home,-17.41,11.8,11.04,10.76,-8.6,16.26,6.58,1.96,-13.71,0.43
2137,1069,Western Bulldogs,Carlton,57,7,15,101,15,11,Marvel Stadium,2019-04-21 13:10:00,5,0,2019,22,26,4,119,114,2019-04-21 13:10:00,-44,8.0,6.0,77.52,89.74,2,1,Home,Away,11.04,10.76,-17.41,11.8,6.58,1.96,-8.6,16.26,13.71,0.57
2138,1070,Adelaide,Gold Coast,119,18,11,46,6,10,Adelaide Oval,2019-04-21 16:10:00,5,0,2019,29,16,13,121,114,2019-04-21 16:40:00,73,7.0,7.0,110.63,52.34,65,5,Home,Away,-15.81,-19.54,-22.58,32.01,8.72,-2.77,-39.35,7.48,-22.39,0.38
2139,1070,Gold Coast,Adelaide,46,6,10,119,18,11,Adelaide Oval,2019-04-21 16:10:00,5,0,2019,16,29,13,114,121,2019-04-21 16:40:00,-73,7.0,7.0,52.34,110.63,5,65,Away,Home,-22.58,32.01,-15.81,-19.54,-39.35,7.48,8.72,-2.77,22.39,0.62
2140,1071,Hawthorn,Geelong,90,13,12,113,17,11,M.C.G.,2019-04-22 15:20:00,5,0,2019,25,28,3,125,122,2019-04-22 15:20:00,-23,8.0,9.0,82.76,101.48,61,35,Home,Away,-12.95,3.04,6.91,28.45,-4.32,-3.58,13.53,19.83,-22.63,0.38
2141,1071,Geelong,Hawthorn,113,17,11,90,13,12,M.C.G.,2019-04-22 15:20:00,5,0,2019,28,25,3,122,125,2019-04-22 15:20:00,23,9.0,8.0,101.48,82.76,35,61,Away,Home,6.91,28.45,-12.95,3.04,13.53,19.83,-4.32,-3.58,22.63,0.62
2142,1072,Richmond,Melbourne,85,12,13,42,6,6,M.C.G.,2019-04-24 19:35:00,6,0,2019,25,12,13,122,119,2019-04-24 19:35:00,43,4.0,4.0,92.35,39.92,74,66,Home,Away,8.24,1.95,-40.31,-23.0,3.8,13.41,-51.77,-18.56,36.75,0.68
2143,1072,Melbourne,Richmond,42,6,6,85,12,13,M.C.G.,2019-04-24 19:35:00,6,0,2019,12,25,13,119,122,2019-04-24 19:35:00,-43,4.0,4.0,39.92,92.35,66,74,Away,Home,-40.31,-23.0,8.24,1.95,-51.77,-18.56,3.8,13.41,-36.75,0.32
2144,1073,Collingwood,Essendon,73,10,13,69,10,9,M.C.G.,2019-04-25 15:20:00,6,0,2019,23,19,4,119,118,2019-04-25 15:20:00,4,6.0,5.0,82.73,62.6,77,41,Away,Home,27.29,40.96,11.94,-6.5,17.99,45.21,7.68,2.81,31.41,0.66
2145,1073,Essendon,Collingwood,69,10,9,73,10,13,M.C.G.,2019-04-25 15:20:00,6,0,2019,19,23,4,118,119,2019-04-25 15:20:00,-4,5.0,6.0,62.6,82.73,41,77,Home,Away,11.94,-6.5,27.29,40.96,7.68,2.81,17.99,45.21,-31.41,0.34
2146,1074,North Melbourne,Port Adelaide,72,11,6,88,12,16,Adelaide Oval,2019-04-26 19:20:00,6,0,2019,17,28,11,121,119,2019-04-26 19:50:00,-16,7.0,6.0,62.94,97.27,7,65,Away,Home,-17.76,-18.39,14.57,31.06,-17.44,-15.78,11.95,30.74,-40.89,0.3
2147,1074,Port Adelaide,North Melbourne,88,12,16,72,11,6,Adelaide Oval,2019-04-26 19:20:00,6,0,2019,28,17,11,119,121,2019-04-26 19:50:00,16,6.0,7.0,97.27,62.94,65,7,Home,Away,14.57,31.06,-17.76,-18.39,11.95,30.74,-17.44,-15.78,40.89,0.7
2148,1075,Brisbane Lions,Gold Coast,111,16,15,62,9,8,Carrara,2019-04-27 13:45:00,6,0,2019,31,17,14,114,115,2019-04-27 13:45:00,49,8.0,5.0,108.32,63.03,6,53,Away,Home,-8.49,-1.23,-39.35,7.48,4.8,0.8,-41.38,-5.81,11.07,0.56
2149,1075,Gold Coast,Brisbane Lions,62,9,8,111,16,15,Carrara,2019-04-27 13:45:00,6,0,2019,17,31,14,115,114,2019-04-27 13:45:00,-49,5.0,8.0,63.03,108.32,53,6,Home,Away,-39.35,7.48,-8.49,-1.23,-41.38,-5.81,4.8,0.8,-11.07,0.44
2150,1076,Adelaide,St Kilda,97,15,7,68,10,8,Marvel Stadium,2019-04-27 16:35:00,6,0,2019,22,18,4,122,115,2019-04-27 16:35:00,29,5.0,7.0,93.44,70.98,2,4,Away,Home,8.72,-2.77,-28.1,5.49,11.05,-1.44,-29.43,3.16,14.28,0.57
2151,1076,St Kilda,Adelaide,68,10,8,97,15,7,Marvel Stadium,2019-04-27 16:35:00,6,0,2019,18,22,4,115,122,2019-04-27 16:35:00,-29,7.0,5.0,70.98,93.44,4,2,Home,Away,-28.1,5.49,8.72,-2.77,-29.43,3.16,11.05,-1.44,-14.28,0.43
2152,1077,Western Bulldogs,Fremantle,69,9,15,88,13,10,Perth Stadium,2019-04-27 18:10:00,6,0,2019,24,23,1,120,119,2019-04-27 20:10:00,-19,6.0,7.0,76.99,94.23,1,3,Away,Home,6.58,1.96,3.81,13.24,3.75,-1.03,6.8,16.07,-4.26,0.48
2153,1077,Fremantle,Western Bulldogs,88,13,10,69,9,15,Perth Stadium,2019-04-27 18:10:00,6,0,2019,23,24,1,119,120,2019-04-27 20:10:00,19,7.0,6.0,94.23,76.99,3,1,Home,Away,3.81,13.24,6.58,1.96,6.8,16.07,3.75,-1.03,4.26,0.52
2154,1078,Greater Western Sydney,Sydney,120,18,12,79,12,7,S.C.G.,2019-04-27 19:25:00,6,0,2019,30,19,11,122,127,2019-04-27 19:25:00,41,7.0,7.0,102.64,66.31,7,55,Away,Home,4.15,9.59,-44.59,5.38,11.6,6.55,-41.55,-2.07,26.48,0.64
2155,1078,Sydney,Greater Western Sydney,79,12,7,120,18,12,S.C.G.,2019-04-27 19:25:00,6,0,2019,19,30,11,127,122,2019-04-27 19:25:00,-41,7.0,7.0,66.31,102.64,55,7,Home,Away,-44.59,5.38,4.15,9.59,-41.55,-2.07,11.6,6.55,-26.48,0.36
2156,1079,Hawthorn,Carlton,93,13,15,88,13,10,York Park,2019-04-28 15:20:00,6,0,2019,28,23,5,126,115,2019-04-28 15:20:00,5,6.0,7.0,93.65,72.79,5,2,Home,Away,-4.32,-3.58,-8.6,16.26,3.43,1.49,-13.67,8.51,-7.78,0.46
2157,1079,Carlton,Hawthorn,88,13,10,93,13,15,York Park,2019-04-28 15:20:00,6,0,2019,23,28,5,115,126,2019-04-28 15:20:00,-5,7.0,6.0,72.79,93.65,2,5,Away,Home,-8.6,16.26,-4.32,-3.58,-13.67,8.51,3.43,1.49,7.78,0.54
2158,1080,Geelong,West Coast,104,15,14,46,7,4,Kardinia Park,2019-04-28 16:40:00,6,0,2019,29,11,18,123,124,2019-04-28 16:40:00,58,6.0,8.0,104.87,34.56,11,2,Home,Away,13.53,19.83,-21.85,16.82,22.44,33.81,-35.83,7.92,19.19,0.6
2159,1080,West Coast,Geelong,46,7,4,104,15,14,Kardinia Park,2019-04-28 16:40:00,6,0,2019,11,29,18,124,123,2019-04-28 16:40:00,-58,8.0,6.0,34.56,104.87,2,11,Away,Home,-21.85,16.82,13.53,19.83,-35.83,7.92,22.44,33.81,-19.19,0.4
2160,1081,Port Adelaide,Collingwood,69,10,9,108,15,18,Marvel Stadium,2019-05-03 19:50:00,7,0,2019,19,33,14,120,120,2019-05-03 19:50:00,-39,7.0,8.0,72.82,115.62,1,1,Away,Home,11.95,30.74,17.99,45.21,13.06,16.89,31.84,44.11,-10.26,0.45
2161,1081,Collingwood,Port Adelaide,108,15,18,69,10,9,Marvel Stadium,2019-05-03 19:50:00,7,0,2019,33,19,14,120,120,2019-05-03 19:50:00,39,8.0,7.0,115.62,72.82,1,1,Home,Away,17.99,45.21,11.95,30.74,31.84,44.11,13.06,16.89,10.26,0.55
2162,1082,Melbourne,Hawthorn,79,11,13,74,11,8,M.C.G.,2019-05-04 13:45:00,7,0,2019,24,19,5,120,127,2019-05-04 13:45:00,5,9.0,5.0,76.82,65.85,67,62,Home,Away,-51.77,-18.56,3.43,1.49,-45.19,-6.11,-9.01,-5.1,-37.63,0.31
2163,1082,Hawthorn,Melbourne,74,11,8,79,11,13,M.C.G.,2019-05-04 13:45:00,7,0,2019,19,24,5,127,120,2019-05-04 13:45:00,-5,5.0,9.0,65.85,76.82,62,67,Away,Home,3.43,1.49,-51.77,-18.56,-9.01,-5.1,-45.19,-6.11,37.63,0.69
2164,1083,Greater Western Sydney,St Kilda,114,18,6,70,10,10,Manuka Oval,2019-05-04 13:45:00,7,0,2019,24,20,4,123,116,2019-05-04 13:45:00,44,6.0,6.0,101.21,76.11,5,1,Home,Away,11.6,6.55,-29.43,3.16,15.66,3.63,-26.51,-0.9,22.21,0.61
2165,1083,St Kilda,Greater Western Sydney,70,10,10,114,18,6,Manuka Oval,2019-05-04 13:45:00,7,0,2019,20,24,4,116,123,2019-05-04 13:45:00,-44,6.0,6.0,76.11,101.21,1,5,Away,Home,-29.43,3.16,11.6,6.55,-26.51,-0.9,15.66,3.63,-22.21,0.39
2166,1084,Brisbane Lions,Sydney,103,14,19,81,12,9,Gabba,2019-05-04 16:35:00,7,0,2019,33,21,12,115,128,2019-05-04 16:35:00,22,7.0,6.0,95.41,69.53,58,5,Home,Away,4.8,0.8,-41.55,-2.07,6.89,-0.8,-39.95,-4.17,24.61,0.63
2167,1084,Sydney,Brisbane Lions,81,12,9,103,14,19,Gabba,2019-05-04 16:35:00,7,0,2019,21,33,12,128,115,2019-05-04 16:35:00,-22,6.0,7.0,69.53,95.41,5,58,Away,Home,-41.55,-2.07,4.8,0.8,-39.95,-4.17,6.89,-0.8,-24.61,0.37
2168,1085,Gold Coast,West Coast,57,8,9,80,11,14,Perth Stadium,2019-05-04 18:10:00,7,0,2019,17,25,8,116,125,2019-05-04 20:10:00,-23,7.0,6.0,58.97,89.63,1,6,Away,Home,-41.38,-5.81,-35.83,7.92,-42.55,-12.87,-28.77,9.09,-9.64,0.45
2169,1085,West Coast,Gold Coast,80,11,14,57,8,9,Perth Stadium,2019-05-04 18:10:00,7,0,2019,25,17,8,125,116,2019-05-04 20:10:00,23,6.0,7.0,89.63,58.97,6,1,Home,Away,-35.83,7.92,-41.38,-5.81,-28.77,9.09,-42.55,-12.87,9.64,0.55
2170,1086,Richmond,Western Bulldogs,52,7,10,99,15,9,Marvel Stadium,2019-05-04 19:25:00,7,0,2019,17,24,7,123,121,2019-05-04 19:25:00,-47,9.0,6.0,58.43,98.85,2,3,Away,Home,3.8,13.41,3.75,-1.03,-8.19,6.73,10.43,10.96,7.24,0.54
2171,1086,Western Bulldogs,Richmond,99,15,9,52,7,10,Marvel Stadium,2019-05-04 19:25:00,7,0,2019,24,17,7,121,123,2019-05-04 19:25:00,47,6.0,9.0,98.85,58.43,3,2,Home,Away,3.75,-1.03,3.8,13.41,10.43,10.96,-8.19,6.73,-7.24,0.46
2172,1087,North Melbourne,Carlton,120,18,12,62,8,14,Marvel Stadium,2019-05-05 13:10:00,7,0,2019,30,22,8,122,116,2019-05-05 13:10:00,58,8.0,6.0,117.84,73.28,3,2,Away,Home,-17.44,-15.78,-13.67,8.51,-0.12,-10.15,-19.3,-8.8,-14.03,0.43
2173,1087,Carlton,North Melbourne,62,8,14,120,18,12,Marvel Stadium,2019-05-05 13:10:00,7,0,2019,22,30,8,116,122,2019-05-05 13:10:00,-58,6.0,8.0,73.28,117.84,2,3,Home,Away,-13.67,8.51,-17.44,-15.78,-19.3,-8.8,-0.12,-10.15,14.03,0.57
2174,1088,Essendon,Geelong,54,7,12,86,13,8,M.C.G.,2019-05-05 15:20:00,7,0,2019,19,21,2,119,124,2019-05-05 15:20:00,-32,10.0,6.0,56.66,75.35,42,36,Away,Home,7.68,2.81,22.44,33.81,1.07,11.06,14.18,40.42,-22.88,0.38
2175,1088,Geelong,Essendon,86,13,8,54,7,12,M.C.G.,2019-05-05 15:20:00,7,0,2019,21,19,2,124,119,2019-05-05 15:20:00,32,6.0,10.0,75.35,56.66,36,42,Home,Away,22.44,33.81,7.68,2.81,14.18,40.42,1.07,11.06,22.88,0.62
2176,1089,Fremantle,Adelaide,34,5,4,51,7,9,Adelaide Oval,2019-05-05 16:10:00,7,0,2019,9,16,7,120,123,2019-05-05 16:40:00,-17,7.0,8.0,28.83,57.33,8,66,Away,Home,6.8,16.07,11.05,-1.44,-17.43,26.54,0.57,22.79,6.63,0.53
2177,1089,Adelaide,Fremantle,51,7,9,34,5,4,Adelaide Oval,2019-05-05 16:10:00,7,0,2019,16,9,7,123,120,2019-05-05 16:40:00,17,8.0,7.0,57.33,28.83,66,8,Home,Away,11.05,-1.44,6.8,16.07,0.57,22.79,-17.43,26.54,-6.63,0.47
2178,1090,Essendon,Sydney,72,10,12,77,11,11,S.C.G.,2019-05-10 19:50:00,8,0,2019,22,22,0,120,129,2019-05-10 19:50:00,-5,5.0,6.0,62.47,87.08,5,56,Away,Home,1.07,11.06,-39.95,-4.17,-8.06,2.13,-31.03,4.97,28.12,0.64
2179,1090,Sydney,Essendon,77,11,11,72,10,12,S.C.G.,2019-05-10 19:50:00,8,0,2019,22,22,0,129,120,2019-05-10 19:50:00,5,6.0,5.0,87.08,62.47,56,5,Home,Away,-39.95,-4.17,1.07,11.06,-31.03,4.97,-8.06,2.13,-28.12,0.36
2180,1091,Collingwood,Carlton,106,16,10,87,13,9,M.C.G.,2019-05-11 13:45:00,8,0,2019,26,22,4,121,117,2019-05-11 13:45:00,19,7.0,6.0,95.82,84.3,78,45,Away,Home,31.84,44.11,-19.3,-8.8,28.07,34.0,-9.2,-5.03,52.02,0.75
2181,1091,Carlton,Collingwood,87,13,9,106,16,10,M.C.G.,2019-05-11 13:45:00,8,0,2019,22,26,4,117,121,2019-05-11 13:45:00,-19,6.0,7.0,84.3,95.82,45,78,Home,Away,-19.3,-8.8,31.84,44.11,-9.2,-5.03,28.07,34.0,-52.02,0.25
