,MasterGame,Team1,Team2,T1S,T1G,T1B,T2S,T2G,T2B,venue,localtime,round,is_final,year,T1SS,T2SS,ssmargin,Own_Game_Number,Opp_Game_Number,date,Margin,T1_Days_Since_Last_Game,T2_Days_Since_Last_Game,T1_Xscore,T2_Xscore,T1_Game_at_Venue,T2_Game_at_Venue,T1status,T2status,Previous_Own_Orating,Previous_Own_Drating,Previous_Opp_Orating,Previous_Opp_Drating,New_Own_Orating,New_Own_Drating,New_Opp_Orating,New_Opp_Drating,Expected_Margin,Win_Prob
881,441,West Coast,Richmond,125,18,17,57,9,3,Subiaco,2016-04-15 15:10:00,4,0,2016,35,12,23,51,50,2016-04-15 18:10:00,68,6.0,6.0,118.67,53.74,29,3,Home,Away,19.56,6.8,-8.3,-3.14,31.43,21.87,-23.37,-15.0,18.9,0.6
882,442,Geelong,Essendon,72,9,18,42,6,6,M.C.G.,2016-04-16 12:45:00,4,0,2016,27,12,15,49,49,2016-04-16 13:45:00,30,5.0,7.0,93.53,39.69,14,18,Away,Home,7.11,24.66,-56.59,-17.62,3.67,28.6,-60.53,-14.17,52.99,0.75
883,442,Essendon,Geelong,42,6,6,72,9,18,M.C.G.,2016-04-16 12:45:00,4,0,2016,12,27,15,49,49,2016-04-16 13:45:00,-30,7.0,5.0,39.69,93.53,18,14,Home,Away,-56.59,-17.62,7.11,24.66,-60.53,-14.17,3.67,28.6,-52.99,0.25
884,443,Hawthorn,St Kilda,87,13,9,84,13,6,York Park,2016-04-16 13:10:00,4,0,2016,22,19,3,55,48,2016-04-16 14:10:00,3,5.0,7.0,85.65,78.27,1,1,Home,Away,27.29,24.88,-10.42,-9.0,15.89,19.65,-5.19,2.4,35.8,0.68
885,443,St Kilda,Hawthorn,84,13,6,87,13,9,York Park,2016-04-16 13:10:00,4,0,2016,19,22,3,48,55,2016-04-16 14:10:00,-3,7.0,5.0,78.27,85.65,1,1,Away,Home,-10.42,-9.0,27.29,24.88,-5.19,2.4,15.89,19.65,-35.8,0.32
886,444,Brisbane Lions,Gold Coast,107,14,23,94,14,10,Gabba,2016-04-16 15:35:00,4,0,2016,37,24,13,48,48,2016-04-16 16:35:00,13,5.0,6.0,113.72,89.02,24,3,Home,Away,1.79,-68.07,31.15,2.5,17.65,-40.23,3.31,-13.36,-49.96,0.26
887,444,Gold Coast,Brisbane Lions,94,14,10,107,14,23,Gabba,2016-04-16 15:35:00,4,0,2016,24,37,13,48,48,2016-04-16 16:35:00,-13,6.0,5.0,89.02,113.72,3,24,Away,Home,31.15,2.5,1.79,-68.07,3.31,-13.36,17.65,-40.23,49.96,0.74
888,445,Adelaide,Sydney,113,16,17,103,15,13,Adelaide Oval,2016-04-16 17:40:00,4,0,2016,33,28,5,49,53,2016-04-16 19:10:00,10,7.0,7.0,105.56,102.24,25,4,Home,Away,55.98,-21.9,45.84,36.28,61.07,-10.99,34.93,31.19,-24.02,0.38
889,445,Sydney,Adelaide,103,15,13,113,16,17,Adelaide Oval,2016-04-16 17:40:00,4,0,2016,28,33,5,53,49,2016-04-16 19:10:00,-10,7.0,7.0,102.24,105.56,4,25,Away,Home,45.84,36.28,55.98,-21.9,34.93,31.19,61.07,-10.99,24.02,0.62
890,446,Western Bulldogs,Carlton,85,13,7,49,7,7,Docklands,2016-04-16 18:25:00,4,0,2016,20,14,6,49,48,2016-04-16 19:25:00,36,6.0,7.0,69.83,48.64,31,18,Away,Home,18.77,40.5,-30.65,-9.79,0.33,42.16,-32.32,8.65,49.86,0.74
891,446,Carlton,Western Bulldogs,49,7,7,85,13,7,Docklands,2016-04-16 18:25:00,4,0,2016,14,20,6,48,49,2016-04-16 19:25:00,-36,7.0,6.0,48.64,69.83,18,31,Home,Away,-30.65,-9.79,18.77,40.5,-32.32,8.65,0.33,42.16,-49.86,0.26
892,447,Port Adelaide,Greater Western Sydney,65,9,11,151,22,19,Manuka Oval,2016-04-17 12:10:00,4,0,2016,20,41,21,51,48,2016-04-17 13:10:00,-86,8.0,7.0,67.23,146.83,1,2,Away,Home,34.29,-8.9,-5.03,35.61,23.1,-42.78,28.84,46.8,-2.59,0.49
893,447,Greater Western Sydney,Port Adelaide,151,22,19,65,9,11,Manuka Oval,2016-04-17 12:10:00,4,0,2016,41,20,21,48,51,2016-04-17 13:10:00,86,7.0,8.0,146.83,67.23,2,1,Home,Away,-5.03,35.61,34.29,-8.9,28.84,46.8,23.1,-42.78,2.59,0.51
894,448,Melbourne,Collingwood,102,16,6,67,9,13,M.C.G.,2016-04-17 14:20:00,4,0,2016,22,22,0,48,48,2016-04-17 15:20:00,35,7.0,8.0,90.49,70.76,28,31,Away,Home,-19.69,-30.64,-20.5,-51.94,-27.12,-18.13,-33.0,-44.51,11.05,0.56
895,448,Collingwood,Melbourne,67,9,13,102,16,6,M.C.G.,2016-04-17 14:20:00,4,0,2016,22,22,0,48,48,2016-04-17 15:20:00,-35,8.0,7.0,70.76,90.49,31,28,Home,Away,-20.5,-51.94,-19.69,-30.64,-33.0,-44.51,-27.12,-18.13,-11.05,0.44
896,449,Fremantle,North Melbourne,101,14,17,132,20,12,Docklands,2016-04-17 15:40:00,4,0,2016,31,32,1,52,54,2016-04-17 16:40:00,-31,7.0,7.0,109.84,111.33,8,24,Away,Home,-10.55,-18.16,24.65,-36.76,-4.89,-19.84,26.33,-42.43,-8.3,0.46
897,449,North Melbourne,Fremantle,132,20,12,101,14,17,Docklands,2016-04-17 15:40:00,4,0,2016,32,31,1,54,52,2016-04-17 16:40:00,31,7.0,7.0,111.33,109.84,24,8,Home,Away,24.65,-36.76,-10.55,-18.16,26.33,-42.43,-4.89,-19.84,8.3,0.54
898,450,Hawthorn,Adelaide,112,17,10,109,17,7,M.C.G.,2016-04-22 18:50:00,5,0,2016,27,24,3,56,50,2016-04-22 19:50:00,3,6.0,6.0,100.48,93.91,28,6,Home,Away,15.89,19.65,61.07,-10.99,15.85,26.78,53.94,-10.95,-7.27,0.46
899,450,Adelaide,Hawthorn,109,17,7,112,17,10,M.C.G.,2016-04-22 18:50:00,5,0,2016,24,27,3,50,56,2016-04-22 19:50:00,-3,6.0,6.0,93.91,100.48,6,28,Away,Home,61.07,-10.99,15.89,19.65,53.94,-10.95,15.85,26.78,7.27,0.54
900,451,Sydney,West Coast,88,12,16,49,7,7,S.C.G.,2016-04-23 12:45:00,5,0,2016,28,14,14,54,52,2016-04-23 13:45:00,39,6.0,7.0,92.1,38.43,19,1,Home,Away,34.93,31.19,31.43,21.87,34.11,56.2,6.41,22.69,6.41,0.53
901,451,West Coast,Sydney,49,7,7,88,12,16,S.C.G.,2016-04-23 12:45:00,5,0,2016,14,28,14,52,54,2016-04-23 13:45:00,-39,7.0,6.0,38.43,92.1,1,19,Away,Home,31.43,21.87,34.93,31.19,6.41,22.69,34.11,56.2,-6.41,0.47
902,452,North Melbourne,Gold Coast,119,18,11,81,11,15,Carrara,2016-04-23 15:35:00,5,0,2016,29,26,3,55,49,2016-04-23 16:35:00,38,5.0,7.0,116.99,77.86,2,25,Away,Home,26.33,-42.43,3.31,-13.36,31.46,-25.97,-13.15,-18.48,-3.02,0.48
903,452,Gold Coast,North Melbourne,81,11,15,119,18,11,Carrara,2016-04-23 15:35:00,5,0,2016,26,29,3,49,55,2016-04-23 16:35:00,-38,7.0,5.0,77.86,116.99,25,2,Home,Away,3.31,-13.36,26.33,-42.43,-13.15,-18.48,31.46,-25.97,3.02,0.52
904,453,Port Adelaide,Geelong,59,8,11,107,16,11,Adelaide Oval,2016-04-23 17:45:00,5,0,2016,19,27,8,52,50,2016-04-23 19:15:00,-48,6.0,7.0,56.17,94.4,29,3,Home,Away,23.1,-42.78,3.67,28.6,8.64,-34.6,-4.51,43.06,-25.98,0.37
905,453,Geelong,Port Adelaide,107,16,11,59,8,11,Adelaide Oval,2016-04-23 17:45:00,5,0,2016,27,19,8,50,52,2016-04-23 19:15:00,48,7.0,6.0,94.4,56.17,3,29,Away,Home,3.67,28.6,23.1,-42.78,-4.51,43.06,8.64,-34.6,25.98,0.63
906,454,Western Bulldogs,Brisbane Lions,120,17,18,67,10,7,Docklands,2016-04-23 18:25:00,5,0,2016,35,17,18,50,49,2016-04-23 19:25:00,53,7.0,7.0,128.16,64.94,32,8,Home,Away,0.33,42.16,17.65,-40.23,10.94,47.26,12.55,-50.84,32.54,0.66
907,454,Brisbane Lions,Western Bulldogs,67,10,7,120,17,18,Docklands,2016-04-23 18:25:00,5,0,2016,17,35,18,49,50,2016-04-23 19:25:00,-53,7.0,7.0,64.94,128.16,8,32,Away,Home,17.65,-40.23,0.33,42.16,12.55,-50.84,10.94,47.26,-32.54,0.34
908,455,Fremantle,Carlton,68,9,14,72,10,12,Subiaco,2016-04-24 11:15:00,5,0,2016,23,22,1,53,49,2016-04-24 14:15:00,-4,6.0,7.0,82.72,84.86,30,4,Home,Away,-4.89,-19.84,-32.32,8.65,-3.72,-21.83,-30.32,7.48,-0.53,0.5
909,455,Carlton,Fremantle,72,10,12,68,9,14,Subiaco,2016-04-24 11:15:00,5,0,2016,22,23,1,49,53,2016-04-24 14:15:00,4,7.0,6.0,84.86,82.72,4,30,Away,Home,-32.32,8.65,-4.89,-19.84,-30.32,7.48,-3.72,-21.83,0.53,0.5
910,456,St Kilda,Greater Western Sydney,79,12,7,126,19,12,Docklands,2016-04-24 12:10:00,5,0,2016,19,31,12,49,49,2016-04-24 13:10:00,-47,7.0,7.0,72.57,121.73,26,7,Home,Away,-5.19,2.4,28.84,46.8,0.64,-8.53,39.77,40.97,-39.22,0.31
911,456,Greater Western Sydney,St Kilda,126,19,12,79,12,7,Docklands,2016-04-24 12:10:00,5,0,2016,31,19,12,49,49,2016-04-24 13:10:00,47,7.0,7.0,121.73,72.57,7,26,Away,Home,28.84,46.8,-5.19,2.4,39.77,40.97,0.64,-8.53,39.22,0.69
912,457,Richmond,Melbourne,96,14,12,129,20,9,M.C.G.,2016-04-24 18:10:00,5,0,2016,26,29,3,51,49,2016-04-24 19:10:00,-33,9.0,7.0,88.91,113.03,30,29,Away,Home,-23.37,-15.0,-27.12,-18.13,-21.14,-31.35,-10.78,-20.37,3.44,0.52
913,457,Melbourne,Richmond,129,20,9,96,14,12,M.C.G.,2016-04-24 18:10:00,5,0,2016,29,26,3,49,51,2016-04-24 19:10:00,33,7.0,9.0,113.03,88.91,29,30,Home,Away,-27.12,-18.13,-23.37,-15.0,-10.78,-20.37,-21.14,-31.35,-3.44,0.48
914,458,Collingwood,Essendon,142,22,10,73,11,7,M.C.G.,2016-04-25 14:20:00,5,0,2016,32,18,14,49,50,2016-04-25 15:20:00,69,8.0,9.0,119.19,66.66,32,19,Home,Away,-33.0,-44.51,-60.53,-14.17,-11.82,-38.09,-66.96,-35.36,-1.4,0.49
915,458,Essendon,Collingwood,73,11,7,142,22,10,M.C.G.,2016-04-25 14:20:00,5,0,2016,18,32,14,50,49,2016-04-25 15:20:00,-69,9.0,8.0,66.66,119.19,19,32,Away,Home,-60.53,-14.17,-33.0,-44.51,-66.96,-35.36,-11.82,-38.09,1.4,0.51
916,459,North Melbourne,Western Bulldogs,61,9,7,45,6,9,Docklands,2016-04-29 18:50:00,6,0,2016,16,15,1,56,51,2016-04-29 19:50:00,16,6.0,6.0,60.7,54.84,25,33,Home,Away,31.46,-25.97,10.94,47.26,23.1,-3.19,-11.84,55.61,-26.36,0.37
917,459,Western Bulldogs,North Melbourne,45,6,9,61,9,7,Docklands,2016-04-29 18:50:00,6,0,2016,15,16,1,51,56,2016-04-29 19:50:00,-16,6.0,6.0,54.84,60.7,33,25,Away,Home,10.94,47.26,31.46,-25.97,-11.84,55.61,23.1,-3.19,26.36,0.63
918,460,Adelaide,Fremantle,97,14,13,64,8,16,Adelaide Oval,2016-04-30 12:10:00,6,0,2016,27,24,3,51,54,2016-04-30 13:40:00,33,7.0,5.0,112.83,93.29,26,4,Home,Away,53.94,-10.95,-3.72,-21.83,48.46,-12.06,-2.6,-16.35,34.27,0.67
919,460,Fremantle,Adelaide,64,8,16,97,14,13,Adelaide Oval,2016-04-30 12:10:00,6,0,2016,24,27,3,54,51,2016-04-30 13:40:00,-33,5.0,7.0,93.29,112.83,4,26,Away,Home,-3.72,-21.83,53.94,-10.95,-2.6,-16.35,48.46,-12.06,-34.27,0.33
920,461,St Kilda,Melbourne,135,20,15,96,15,6,Docklands,2016-04-30 12:45:00,6,0,2016,35,21,14,50,50,2016-04-30 13:45:00,39,6.0,5.0,144.17,75.39,27,8,Away,Home,0.64,-8.53,-10.78,-20.37,21.46,-3.76,-15.55,-41.18,11.63,0.56
921,461,Melbourne,St Kilda,96,15,6,135,20,15,Docklands,2016-04-30 12:45:00,6,0,2016,21,35,14,50,50,2016-04-30 13:45:00,-39,5.0,6.0,75.39,144.17,8,27,Home,Away,-10.78,-20.37,0.64,-8.53,-15.55,-41.18,21.46,-3.76,-11.63,0.44
922,462,Hawthorn,Greater Western Sydney,83,12,11,158,24,14,Sydney Showground,2016-04-30 15:35:00,6,0,2016,23,38,15,57,50,2016-04-30 16:35:00,-75,7.0,6.0,82.45,145.23,2,17,Away,Home,15.85,26.78,39.77,40.97,19.33,3.72,62.82,37.48,-19.05,0.4
923,462,Greater Western Sydney,Hawthorn,158,24,14,83,12,11,Sydney Showground,2016-04-30 15:35:00,6,0,2016,38,23,15,50,57,2016-04-30 16:35:00,75,6.0,7.0,145.23,82.45,17,2,Home,Away,39.77,40.97,15.85,26.78,62.82,37.48,19.33,3.72,19.05,0.6
924,463,Geelong,Gold Coast,168,25,18,48,7,6,Kardinia Park,2016-04-30 18:25:00,6,0,2016,43,13,30,51,50,2016-04-30 19:25:00,120,7.0,7.0,165.61,52.09,2,1,Home,Away,-4.51,43.06,-13.15,-18.48,27.42,46.24,-16.33,-50.41,35.09,0.68
925,463,Gold Coast,Geelong,48,7,6,168,25,18,Kardinia Park,2016-04-30 18:25:00,6,0,2016,13,43,30,50,51,2016-04-30 19:25:00,-120,7.0,7.0,52.09,165.61,1,2,Away,Home,-13.15,-18.48,-4.51,43.06,-16.33,-50.41,27.42,46.24,-35.09,0.32
926,464,Richmond,Port Adelaide,59,8,11,94,13,16,M.C.G.,2016-04-30 18:25:00,6,0,2016,19,29,10,52,53,2016-04-30 19:25:00,-35,6.0,7.0,61.38,97.53,31,4,Home,Away,-21.14,-31.35,8.64,-34.6,-35.76,-26.97,4.27,-19.97,-13.26,0.43
927,464,Port Adelaide,Richmond,94,13,16,59,8,11,M.C.G.,2016-04-30 18:25:00,6,0,2016,29,19,10,53,52,2016-04-30 19:25:00,35,7.0,6.0,97.53,61.38,4,31,Away,Home,8.64,-34.6,-21.14,-31.35,4.27,-19.97,-35.76,-26.97,13.26,0.57
928,465,West Coast,Collingwood,124,18,16,62,9,8,Subiaco,2016-05-01 11:40:00,6,0,2016,34,17,17,53,50,2016-05-01 14:40:00,62,8.0,5.0,125.13,53.83,30,3,Home,Away,6.41,22.69,-11.82,-38.09,13.37,29.97,-19.1,-45.04,39.51,0.7
929,465,Collingwood,West Coast,62,9,8,124,18,16,Subiaco,2016-05-01 11:40:00,6,0,2016,17,34,17,50,53,2016-05-01 14:40:00,-62,5.0,8.0,53.83,125.13,3,30,Away,Home,-11.82,-38.09,6.41,22.69,-19.1,-45.04,13.37,29.97,-39.51,0.3
930,466,Sydney,Brisbane Lions,97,15,7,94,14,10,Gabba,2016-05-01 12:10:00,6,0,2016,22,24,2,55,50,2016-05-01 13:10:00,3,7.0,7.0,80.79,82.07,3,25,Away,Home,34.11,56.2,12.55,-50.84,12.16,48.78,19.97,-28.9,64.3,0.79
931,466,Brisbane Lions,Sydney,94,14,10,97,15,7,Gabba,2016-05-01 12:10:00,6,0,2016,24,22,2,50,55,2016-05-01 13:10:00,-3,7.0,7.0,82.07,80.79,25,3,Home,Away,12.55,-50.84,34.11,56.2,19.97,-28.9,12.16,48.78,-64.3,0.21
932,467,Carlton,Essendon,72,10,12,57,8,9,M.C.G.,2016-05-01 14:20:00,6,0,2016,22,17,5,50,51,2016-05-01 15:20:00,15,7.0,6.0,70.08,51.9,19,20,Home,Away,-30.32,7.48,-66.96,-35.36,-39.18,6.69,-66.17,-26.49,39.73,0.7
933,467,Essendon,Carlton,57,8,9,72,10,12,M.C.G.,2016-05-01 14:20:00,6,0,2016,17,22,5,51,50,2016-05-01 15:20:00,-15,6.0,7.0,51.9,70.08,20,19,Away,Home,-66.96,-35.36,-30.32,7.48,-66.17,-26.49,-39.18,6.69,-39.73,0.3
934,468,Richmond,Hawthorn,90,13,12,136,21,10,M.C.G.,2016-05-06 18:50:00,7,0,2016,25,31,6,53,58,2016-05-06 19:50:00,-46,6.0,6.0,82.59,111.72,32,29,Home,Away,-35.76,-26.97,19.33,3.72,-29.88,-27.47,19.82,-2.16,-42.89,0.29
935,468,Hawthorn,Richmond,136,21,10,90,13,12,M.C.G.,2016-05-06 18:50:00,7,0,2016,31,25,6,58,53,2016-05-06 19:50:00,46,6.0,6.0,111.72,82.59,29,32,Away,Home,19.33,3.72,-35.76,-26.97,19.82,-2.16,-29.88,-27.47,42.89,0.71
936,469,Collingwood,Carlton,84,12,12,99,15,9,M.C.G.,2016-05-07 12:45:00,7,0,2016,24,24,0,51,51,2016-05-07 13:45:00,-15,5.0,5.0,85.1,92.07,33,20,Home,Away,-19.1,-45.04,-39.18,6.69,-14.93,-45.74,-38.49,2.53,-15.82,0.42
937,469,Carlton,Collingwood,99,15,9,84,12,12,M.C.G.,2016-05-07 12:45:00,7,0,2016,24,24,0,51,51,2016-05-07 13:45:00,15,5.0,5.0,92.07,85.1,20,33,Away,Home,-39.18,6.69,-19.1,-45.04,-38.49,2.53,-14.93,-45.74,15.82,0.58
938,470,West Coast,Geelong,79,12,7,123,18,15,Kardinia Park,2016-05-07 13:10:00,7,0,2016,19,33,14,54,52,2016-05-07 14:10:00,-44,5.0,6.0,70.38,126.76,1,3,Away,Home,13.37,29.97,27.42,46.24,13.15,14.05,43.34,46.46,-15.16,0.42
939,470,Geelong,West Coast,123,18,15,79,12,7,Kardinia Park,2016-05-07 13:10:00,7,0,2016,33,19,14,52,54,2016-05-07 14:10:00,44,6.0,5.0,126.76,70.38,3,1,Home,Away,27.42,46.24,13.37,29.97,43.34,46.46,13.15,14.05,15.16,0.58
940,471,Fremantle,Greater Western Sydney,77,11,11,95,14,11,Subiaco,2016-05-07 15:10:00,7,0,2016,22,25,3,55,51,2016-05-07 18:10:00,-18,7.0,7.0,79.83,93.99,31,5,Home,Away,-2.6,-16.35,62.82,37.48,2.25,-3.39,49.87,32.64,-59.63,0.22
941,471,Greater Western Sydney,Fremantle,95,14,11,77,11,11,Subiaco,2016-05-07 15:10:00,7,0,2016,25,22,3,51,55,2016-05-07 18:10:00,18,7.0,7.0,93.99,79.83,5,31,Away,Home,62.82,37.48,-2.6,-16.35,49.87,32.64,2.25,-3.39,59.63,0.78
942,472,Sydney,Essendon,135,20,15,54,7,12,S.C.G.,2016-05-07 15:35:00,7,0,2016,35,19,16,56,52,2016-05-07 16:35:00,81,6.0,6.0,129.14,61.75,20,2,Home,Away,12.16,48.78,-66.17,-26.49,20.94,36.32,-53.71,-35.27,76.8,0.83
943,472,Essendon,Sydney,54,7,12,135,20,15,S.C.G.,2016-05-07 15:35:00,7,0,2016,19,35,16,52,56,2016-05-07 16:35:00,-81,6.0,6.0,61.75,129.14,2,20,Away,Home,-66.17,-26.49,12.16,48.78,-53.71,-35.27,20.94,36.32,-76.8,0.17
944,473,Melbourne,Gold Coast,160,24,16,87,14,3,Carrara,2016-05-07 16:10:00,7,0,2016,40,17,23,51,51,2016-05-07 17:10:00,73,7.0,6.0,151.67,66.47,1,26,Away,Home,-15.55,-41.18,-16.33,-50.41,2.79,-28.11,-29.4,-68.75,5.01,0.53
945,473,Gold Coast,Melbourne,87,14,3,160,24,16,Carrara,2016-05-07 16:10:00,7,0,2016,17,40,23,51,51,2016-05-07 17:10:00,-73,6.0,7.0,66.47,151.67,26,1,Home,Away,-16.33,-50.41,-15.55,-41.18,-29.4,-68.75,2.79,-28.11,-5.01,0.47
946,474,Western Bulldogs,Adelaide,123,18,15,108,17,6,Docklands,2016-05-07 18:40:00,7,0,2016,33,23,10,52,52,2016-05-07 19:40:00,15,7.0,7.0,125.33,93.57,34,9,Home,Away,-11.84,55.61,48.46,-12.06,2.93,51.83,52.24,-26.84,3.69,0.52
947,474,Adelaide,Western Bulldogs,108,17,6,123,18,15,Docklands,2016-05-07 18:40:00,7,0,2016,23,33,10,52,52,2016-05-07 19:40:00,-15,7.0,7.0,93.57,125.33,9,34,Away,Home,48.46,-12.06,-11.84,55.61,52.24,-26.84,2.93,51.83,-3.69,0.48
948,475,St Kilda,North Melbourne,75,11,9,82,11,16,Docklands,2016-05-08 14:20:00,7,0,2016,20,27,7,51,57,2016-05-08 15:20:00,-7,8.0,8.0,66.08,100.57,28,26,Home,Away,21.46,-3.76,23.1,-3.19,8.23,-3.6,22.94,10.04,-1.1,0.49
949,475,North Melbourne,St Kilda,82,11,16,75,11,9,Docklands,2016-05-08 14:20:00,7,0,2016,27,20,7,57,51,2016-05-08 15:20:00,7,8.0,8.0,100.57,66.08,26,28,Away,Home,23.1,-3.19,21.46,-3.76,22.94,10.04,8.23,-3.6,1.1,0.51
950,476,Brisbane Lions,Port Adelaide,59,7,17,136,21,10,Adelaide Oval,2016-05-08 14:40:00,7,0,2016,24,31,7,51,54,2016-05-08 16:10:00,-77,7.0,7.0,86.32,122.74,3,30,Away,Home,19.97,-28.9,4.27,-19.97,11.67,-36.19,11.56,-11.68,3.39,0.52
951,476,Port Adelaide,Brisbane Lions,136,21,10,59,7,17,Adelaide Oval,2016-05-08 14:40:00,7,0,2016,31,24,7,54,51,2016-05-08 16:10:00,77,7.0,7.0,122.74,86.32,30,3,Home,Away,4.27,-19.97,19.97,-28.9,11.56,-11.68,11.67,-36.19,-3.39,0.48
952,477,Adelaide,Geelong,72,11,6,98,13,20,Adelaide Oval,2016-05-13 17:50:00,8,0,2016,17,33,16,53,53,2016-05-13 19:20:00,-26,5.0,6.0,62.85,120.85,27,4,Home,Away,52.24,-26.84,43.34,46.46,42.79,-26.22,42.73,55.91,-32.2,0.34
953,477,Geelong,Adelaide,98,13,20,72,11,6,Adelaide Oval,2016-05-13 17:50:00,8,0,2016,33,17,16,53,53,2016-05-13 19:20:00,26,6.0,5.0,120.85,62.85,4,27,Away,Home,43.34,46.46,52.24,-26.84,42.73,55.91,42.79,-26.22,32.2,0.66
954,478,North Melbourne,Essendon,74,10,14,60,8,12,Docklands,2016-05-14 12:45:00,8,0,2016,24,20,4,58,53,2016-05-14 13:45:00,14,5.0,6.0,88.87,81.55,27,20,Away,Home,22.94,10.04,-53.71,-35.27,13.43,1.18,-44.84,-25.75,60.98,0.78
955,478,Essendon,North Melbourne,60,8,12,74,10,14,Docklands,2016-05-14 12:45:00,8,0,2016,20,24,4,53,58,2016-05-14 13:45:00,-14,6.0,5.0,81.55,88.87,20,27,Home,Away,-53.71,-35.27,22.94,10.04,-44.84,-25.75,13.43,1.18,-60.98,0.22
956,479,Fremantle,Hawthorn,75,11,9,116,17,14,York Park,2016-05-14 13:10:00,8,0,2016,20,31,11,56,59,2016-05-14 14:10:00,-41,6.0,7.0,71.58,100.56,1,2,Away,Home,2.25,-3.39,19.82,-2.16,-3.96,-3.89,20.32,4.05,-9.4,0.45
957,479,Hawthorn,Fremantle,116,17,14,75,11,9,York Park,2016-05-14 13:10:00,8,0,2016,31,20,11,59,56,2016-05-14 14:10:00,41,7.0,6.0,100.56,71.58,2,1,Home,Away,19.82,-2.16,2.25,-3.39,20.32,4.05,-3.96,-3.89,9.4,0.55
958,480,Gold Coast,Greater Western Sydney,58,9,4,149,22,17,Sydney Showground,2016-05-14 15:35:00,8,0,2016,13,39,26,52,52,2016-05-14 16:35:00,-91,6.0,6.0,42.28,149.04,1,18,Away,Home,-29.4,-68.75,49.87,32.64,-34.27,-69.51,50.62,37.51,-90.33,0.13
959,480,Greater Western Sydney,Gold Coast,149,22,17,58,9,4,Sydney Showground,2016-05-14 15:35:00,8,0,2016,39,13,26,52,52,2016-05-14 16:35:00,91,6.0,6.0,149.04,42.28,18,1,Home,Away,49.87,32.64,-29.4,-68.75,50.62,37.51,-34.27,-69.51,90.33,0.87
960,481,Brisbane Lions,Collingwood,65,10,5,143,20,23,Gabba,2016-05-14 18:25:00,8,0,2016,15,43,28,52,52,2016-05-14 19:25:00,-78,6.0,7.0,57.95,159.57,26,2,Home,Away,11.67,-36.19,-14.93,-45.74,-8.3,-57.22,6.09,-25.77,18.08,0.59
961,481,Collingwood,Brisbane Lions,143,20,23,65,10,5,Gabba,2016-05-14 18:25:00,8,0,2016,43,15,28,52,52,2016-05-14 19:25:00,78,7.0,6.0,159.57,57.95,2,26,Away,Home,-14.93,-45.74,11.67,-36.19,6.09,-25.77,-8.3,-57.22,-18.08,0.41
962,482,Sydney,Richmond,100,15,10,101,14,17,M.C.G.,2016-05-14 18:25:00,8,0,2016,25,31,6,57,54,2016-05-14 19:25:00,-1,7.0,7.0,83.43,108.14,7,33,Away,Home,20.94,36.32,-29.88,-27.47,11.24,17.93,-11.49,-17.76,57.3,0.77
963,482,Richmond,Sydney,101,14,17,100,15,10,M.C.G.,2016-05-14 18:25:00,8,0,2016,31,25,6,54,57,2016-05-14 19:25:00,1,7.0,7.0,108.14,83.43,33,7,Home,Away,-29.88,-27.47,20.94,36.32,-11.49,-17.76,11.24,17.93,-57.3,0.23
964,483,West Coast,St Kilda,132,20,12,29,3,11,Subiaco,2016-05-15 11:40:00,8,0,2016,32,14,18,55,52,2016-05-15 14:40:00,103,8.0,6.0,115.65,41.18,31,3,Home,Away,13.15,14.05,8.23,-3.6,19.88,28.96,-6.68,-10.33,11.28,0.56
965,483,St Kilda,West Coast,29,3,11,132,20,12,Subiaco,2016-05-15 11:40:00,8,0,2016,14,32,18,52,55,2016-05-15 14:40:00,-103,6.0,8.0,41.18,115.65,3,31,Away,Home,8.23,-3.6,13.15,14.05,-6.68,-10.33,19.88,28.96,-11.28,0.44
966,484,Port Adelaide,Carlton,91,13,13,93,14,9,Docklands,2016-05-15 12:10:00,8,0,2016,26,23,3,55,52,2016-05-15 13:10:00,-2,6.0,7.0,105.27,83.86,8,19,Away,Home,11.56,-11.68,-38.49,2.53,16.06,-14.99,-35.18,-1.97,17.92,0.59
967,484,Carlton,Port Adelaide,93,14,9,91,13,13,Docklands,2016-05-15 12:10:00,8,0,2016,23,26,3,52,55,2016-05-15 13:10:00,2,7.0,6.0,83.86,105.27,19,8,Home,Away,-38.49,2.53,11.56,-11.68,-35.18,-1.97,16.06,-14.99,-17.92,0.41
968,485,Western Bulldogs,Melbourne,114,17,12,82,12,10,M.C.G.,2016-05-15 14:20:00,8,0,2016,29,22,7,53,52,2016-05-15 15:20:00,32,7.0,7.0,101.14,77.08,5,30,Away,Home,2.93,51.83,2.79,-28.11,2.25,47.04,7.58,-27.43,40.05,0.7
969,485,Melbourne,Western Bulldogs,82,12,10,114,17,12,M.C.G.,2016-05-15 14:20:00,8,0,2016,22,29,7,52,53,2016-05-15 15:20:00,-32,7.0,7.0,77.08,101.14,30,5,Home,Away,2.79,-28.11,2.93,51.83,7.58,-27.43,2.25,47.04,-40.05,0.3
970,486,Sydney,Hawthorn,69,10,9,55,7,13,M.C.G.,2016-05-20 18:50:00,9,0,2016,19,20,1,58,60,2016-05-20 19:50:00,14,6.0,6.0,64.82,58.14,8,30,Away,Home,11.24,17.93,20.32,4.05,3.33,27.12,11.13,11.96,2.4,0.51
